motif_id	tf_name	tf_class	tf_family	tf_subfamily
THA_HUMAN.H11MO.0.C	THA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	thyroid hormone receptors (NR1A)
THA11_HUMAN.H11MO.0.B	THA11	C2CH THAP-type zinc finger factors	THAP-related factors	NA
M08020_2.00	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	NA
M08176_2.00	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	NA
THAP1_HUMAN.H11MO.0.C	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	NA
THB_HUMAN.H11MO.0.C	THB	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	thyroid hormone receptors (NR1A)
M08035_2.00	TP73	p53 domain factors	p53-related factors	NA
M08036_2.00	TP73	p53 domain factors	p53-related factors	NA
M08037_2.00	TP73	p53 domain factors	p53-related factors	NA
M08052_2.00	TWIST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
MA1123.2	TWIST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
TWST1_HUMAN.H11MO.0.A	TWST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
TYY1_HUMAN.H11MO.0.A	TYY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07807_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07808_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07809_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07810_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07811_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M08056_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
MA0093.3	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_HUMAN.H11MO.0.A	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07785_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07786_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07787_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07788_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M07789_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
M08050_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_HUMAN.H11MO.0.A	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
VDR_HUMAN.H11MO.0.A	VDR	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
VEZF1_HUMAN.H11MO.0.C	VEZF1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
WT1_HUMAN.H11MO.0.C	WT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07855_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07856_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07857_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07858_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07859_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07860_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07861_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M08085_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M08237_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M08288_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
MA0748.2	YY2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
Z324A_HUMAN.H11MO.0.C	Z324A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
Z354A_HUMAN.H11MO.0.C	Z354A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
ZBT14_HUMAN.H11MO.0.C	ZBT14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBT17_HUMAN.H11MO.0.A	ZBT17	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZBT18_HUMAN.H11MO.0.C	ZBT18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
ZBT48_HUMAN.H11MO.0.C	ZBT48	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBT7A_HUMAN.H11MO.0.A	ZBT7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
M08269_2.00	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
M08389_2.00	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
MA1649.1	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
M08387_2.00	ZBTB14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1650.1	ZBTB14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08257_2.00	ZBTB18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
M08350_2.00	ZBTB18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
M08340_2.00	ZBTB26	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
MA1579.1	ZBTB26	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
M08094_2.00	ZBTB33	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a BTB/POZ domain
MA0527.1	ZBTB33	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a BTB/POZ domain
M08351_2.00	ZBTB42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
M08391_2.00	ZBTB48	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08364_2.00	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
MA1581.1	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB6_HUMAN.H11MO.0.C	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
M07937_2.00	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
M08095_2.00	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
MA0750.2	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
M07842_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
M08080_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
M08190_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
MA0103.3	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZEB1_HUMAN.H11MO.0.A	ZEB1	homeo domain factors	HD-ZF factors	ZEB
M07670_2.00	ZFP1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07592_2.00	ZFP14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
MA1972.1	ZFP14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
M08378_2.00	ZFP28	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP28_HUMAN.H11MO.0.C	ZFP28	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08258_2.00	ZFP3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08355_2.00	ZFP3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08348_2.00	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
MA1651.1	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
ZFP42_HUMAN.H11MO.0.A	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
M07756_2.00	ZFP57	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA1583.1	ZFP57	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08275_2.00	ZFP64	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07686_2.00	ZFP69	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF642-like factors
M07685_2.00	ZFP69B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF642-like factors
M08356_2.00	ZFP82	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
ZFP82_HUMAN.H11MO.0.C	ZFP82	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
M07672_2.00	ZFP90	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFX_HUMAN.H11MO.0.A	ZFX	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFX/ZFY factors
ZIC1_HUMAN.H11MO.0.B	ZIC1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
M08233_2.00	ZIC2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
ZIC3_HUMAN.H11MO.0.B	ZIC3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
M07633_2.00	ZIK1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF32-like factors
M07779_2.00	ZIM2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07591_2.00	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08312_2.00	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1709.1	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZIM3_HUMAN.H11MO.0.C	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZKSC1_HUMAN.H11MO.0.B	ZKSC1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
MA1585.1	ZKSCAN1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
M07562_2.00	ZKSCAN2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF500-like factors
M07696_2.00	ZKSCAN3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZKSCAN3-like factors
M07709_2.00	ZKSCAN5	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA1652.1	ZKSCAN5	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN121_HUMAN.H11MO.0.C	ZN121	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN134_HUMAN.H11MO.0.C	ZN134	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers ZNF134-like factors
ZN136_HUMAN.H11MO.0.C	ZN136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN140_HUMAN.H11MO.0.C	ZN140	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
ZN143_HUMAN.H11MO.0.A	ZN143	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF76-like factors
ZN214_HUMAN.H11MO.0.C	ZN214	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
ZN250_HUMAN.H11MO.0.C	ZN250	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN257_HUMAN.H11MO.0.C	ZN257	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN260_HUMAN.H11MO.0.C	ZN260	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
ZN263_HUMAN.H11MO.0.A	ZN263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN264_HUMAN.H11MO.0.C	ZN264	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
ZN274_HUMAN.H11MO.0.A	ZN274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN281_HUMAN.H11MO.0.A	ZN281	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF148-like factors
ZN317_HUMAN.H11MO.0.C	ZN317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN320_HUMAN.H11MO.0.C	ZN320	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN322_HUMAN.H11MO.0.B	ZN322	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF322-like factors
ZN329_HUMAN.H11MO.0.C	ZN329	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN331_HUMAN.H11MO.0.C	ZN331	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN335_HUMAN.H11MO.0.A	ZN335	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN341_HUMAN.H11MO.0.C	ZN341	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN350_HUMAN.H11MO.0.C	ZN350	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
ZN382_HUMAN.H11MO.0.C	ZN382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
ZN384_HUMAN.H11MO.0.C	ZN384	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF362-like factors
ZN394_HUMAN.H11MO.0.C	ZN394	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN418_HUMAN.H11MO.0.C	ZN418	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
ZN436_HUMAN.H11MO.0.C	ZN436	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF180-like factors
ZN449_HUMAN.H11MO.0.C	ZN449	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN467_HUMAN.H11MO.0.C	ZN467	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN490_HUMAN.H11MO.0.C	ZN490	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN502_HUMAN.H11MO.0.C	ZN502	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN528_HUMAN.H11MO.0.C	ZN528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN547_HUMAN.H11MO.0.C	ZN547	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN549_HUMAN.H11MO.0.C	ZN549	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN554_HUMAN.H11MO.0.C	ZN554	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN563_HUMAN.H11MO.0.C	ZN563	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN582_HUMAN.H11MO.0.C	ZN582	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN586_HUMAN.H11MO.0.C	ZN586	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN667_HUMAN.H11MO.0.C	ZN667	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN680_HUMAN.H11MO.0.C	ZN680	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN708_HUMAN.H11MO.0.C	ZN708	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN768_HUMAN.H11MO.0.C	ZN768	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN770_HUMAN.H11MO.0.C	ZN770	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN816_HUMAN.H11MO.0.C	ZN816	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF816A-like factors
M07774_2.00	ZNF10	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07715_2.00	ZNF100	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
M07663_2.00	ZNF101	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07650_2.00	ZNF114	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07611_2.00	ZNF12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF12-like factors
M08384_2.00	ZNF121	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07702_2.00	ZNF124	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M07588_2.00	ZNF132	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07580_2.00	ZNF133	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF343-like factors
M08392_2.00	ZNF134	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF134-like factors
M07647_2.00	ZNF135	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1587.1	ZNF135	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07708_2.00	ZNF136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08265_2.00	ZNF136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08374_2.00	ZNF136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
MA1588.1	ZNF136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
M08372_2.00	ZNF140	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
MA1589.1	ZNF140	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
M07586_2.00	ZNF141	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07931_2.00	ZNF143	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF76-like factors
M08329_2.00	ZNF146	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
MA1653.1	ZNF148	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF148-like factors
M07656_2.00	ZNF154	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07596_2.00	ZNF157	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M08251_2.00	ZNF16	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08336_2.00	ZNF16	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1654.1	ZNF16	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07645_2.00	ZNF169	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF343-like factors
M07681_2.00	ZNF17	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08292_2.00	ZNF175	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN81-like factors
M07602_2.00	ZNF18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08316_2.00	ZNF18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZNF18_HUMAN.H11MO.0.C	ZNF18	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M07614_2.00	ZNF180	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF180-like factors
M07730_2.00	ZNF181	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZZNF302-like factors
M07597_2.00	ZNF182	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07571_2.00	ZNF184	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08285_2.00	ZNF184	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07589_2.00	ZNF189	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08244_2.00	ZNF189	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08311_2.00	ZNF189	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1725.1	ZNF189	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07603_2.00	ZNF19	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07684_2.00	ZNF197	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07780_2.00	ZNF2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
M08232_2.00	ZNF200	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08273_2.00	ZNF200	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07612_2.00	ZNF202	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07578_2.00	ZNF205	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07577_2.00	ZNF211	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
M07625_2.00	ZNF212	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF212-like factors
M08284_2.00	ZNF213	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF75-like zinc finger factors
M07599_2.00	ZNF214	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
M08314_2.00	ZNF214	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
MA1975.1	ZNF214	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
M08325_2.00	ZNF22	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07604_2.00	ZNF222	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07654_2.00	ZNF223	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07778_2.00	ZNF224	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M08399_2.00	ZNF224	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07776_2.00	ZNF225	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07605_2.00	ZNF235	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M08093_2.00	ZNF24	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
MA1124.1	ZNF24	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
M07739_2.00	ZNF248	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
M07643_2.00	ZNF25	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN25-like factors
M08264_2.00	ZNF250	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08370_2.00	ZNF250	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07760_2.00	ZNF254	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07719_2.00	ZNF257	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08379_2.00	ZNF257	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1710.1	ZNF257	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07743_2.00	ZNF26	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN26-like factors
M08395_2.00	ZNF260	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
M07563_2.00	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07843_2.00	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07844_2.00	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08082_2.00	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08272_2.00	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA0528.2	ZNF263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07568_2.00	ZNF264	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M08235_2.00	ZNF264	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M08282_2.00	ZNF264	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
M07641_2.00	ZNF266	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07676_2.00	ZNF267	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07735_2.00	ZNF273	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08268_2.00	ZNF273	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08385_2.00	ZNF273	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07632_2.00	ZNF274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07933_2.00	ZNF274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07934_2.00	ZNF274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07935_2.00	ZNF274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07936_2.00	ZNF274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07748_2.00	ZNF28	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF816A-like factors
M08332_2.00	ZNF280A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF280-like zinc finger factors
M08321_2.00	ZNF281	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF148-like factors
MA1630.2	ZNF281	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF148-like factors
M07626_2.00	ZNF282	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF282-like factors
M07619_2.00	ZNF283	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M07679_2.00	ZNF284	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF222-like factors
M07777_2.00	ZNF285	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
M07590_2.00	ZNF287	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07613_2.00	ZNF3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF3-like factors
M07621_2.00	ZNF30	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M08330_2.00	ZNF30	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN283-like factors
M07594_2.00	ZNF300	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFN300-like factors
M07570_2.00	ZNF302	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
M07587_2.00	ZNF304	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
